prv_code;year;elected;p_code;party_name;candidate_orig;p_votes;list_pos
1;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;María Gabriela Sanvicente Ortega;2526;1
1;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Santos Andrés Gutiérrez Figueroa;2526;2
1;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Verónica Blanco Cuende;2526;3
1;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Javier Sobrin Yubero;2526;4
1;2019;1;22;EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO;Mikel Legarda Uriarte;40262;1
1;2019;0;22;EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO;Laura Pérez Borinaga;40262;2
1;2019;0;22;EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO;Ane Miren Atin Ruiz de Viñaspre;40262;3
1;2019;0;22;EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO;Jon Pérez García;40262;4
1;2019;1;29;EUSKAL HERRIA BILDU;Iñaki Ruiz de Pinedo Undiano;27453;1
1;2019;0;29;EUSKAL HERRIA BILDU;Maddi Isasi Azkarraga;27453;2
1;2019;0;29;EUSKAL HERRIA BILDU;Andoni Txasko Díaz;27453;3
1;2019;0;29;EUSKAL HERRIA BILDU;Belén Arrondo Aldasoro;27453;4
1;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Mónica Morán Ares;1152;1
1;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Francisco Rivera Pérez;1152;2
1;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Nahia Garalde Markuerkiaga;1152;3
1;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Pedro Enrique Polo Soltero;1152;4
1;2019;0;66;PARTIDO COMUNISTA DE LOS TRABAJADORES DEEUSKADI/EUSKADIKO LANGILEEN ALDERDI KOMUNISTA;Óscar García Fernández;215;1
1;2019;0;66;PARTIDO COMUNISTA DE LOS TRABAJADORES DEEUSKADI/EUSKADIKO LANGILEEN ALDERDI KOMUNISTA;Rebeca Álvarez Fernández;215;2
1;2019;0;66;PARTIDO COMUNISTA DE LOS TRABAJADORES DEEUSKADI/EUSKADIKO LANGILEEN ALDERDI KOMUNISTA;Mikel Tapia García del Valle;215;3
1;2019;0;66;PARTIDO COMUNISTA DE LOS TRABAJADORES DEEUSKADI/EUSKADIKO LANGILEEN ALDERDI KOMUNISTA;Sara Cabello Plan;215;4
1;2019;1;77;ELKARREKIN PODEMOS-UNIDAS PODEMOS;Juan Antonio López de Uralde Garmendia;28186;1
1;2019;0;77;ELKARREKIN PODEMOS-UNIDAS PODEMOS;Garbiñe Ruiz Noriega;28186;2
1;2019;0;77;ELKARREKIN PODEMOS-UNIDAS PODEMOS;Salvador González Santiago;28186;3
1;2019;0;77;ELKARREKIN PODEMOS-UNIDAS PODEMOS;María Luisa Corcuera Aguiriano;28186;4
1;2019;0;83;PARTIDO POPULAR;Mari Mar Blanco Garrido;25506;1
1;2019;0;83;PARTIDO POPULAR;Carmelo Barrio Baroja;25506;2
1;2019;0;83;PARTIDO POPULAR;Ana Isabel Salazar Aguayo;25506;3
1;2019;0;83;PARTIDO POPULAR;Aitor González González;25506;4
1;2019;1;92;PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKOEZKERRA (PSOE);María Isabel Celaá Diéguez;37488;1
1;2019;0;92;PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKOEZKERRA (PSOE);Daniel Senderos Oraá;37488;2
1;2019;0;92;PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKOEZKERRA (PSOE);Isabel Martínez Díaz de Zugazua;37488;3
1;2019;0;92;PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKOEZKERRA (PSOE);Eduardo Díaz López;37488;4
1;2019;0;95;BIDEZKO MUNDURANTZ-POR UN MUNDO MÁSJUSTO;Jesús Barcina Burgui;326;1
1;2019;0;95;BIDEZKO MUNDURANTZ-POR UN MUNDO MÁSJUSTO;Mireia Alaña Heredero;326;2
1;2019;0;95;BIDEZKO MUNDURANTZ-POR UN MUNDO MÁSJUSTO;Agustín Martínez Bárbara;326;3
1;2019;0;95;BIDEZKO MUNDURANTZ-POR UN MUNDO MÁSJUSTO;Begoña Barrantes Domínguez;326;4
1;2019;0;101;RECORTES CERO-GRUPO VERDE;Diana Plaza Sánchez;409;1
1;2019;0;101;RECORTES CERO-GRUPO VERDE;Florencia Pascual Diaz de Garayo;409;2
1;2019;0;101;RECORTES CERO-GRUPO VERDE;José Manuel Salas Suárez;409;3
1;2019;0;101;RECORTES CERO-GRUPO VERDE;Enrique Morales Zubizarreta;409;4
1;2019;0;116;VOX;Daniel Guardiola Corada;6421;1
1;2019;0;116;VOX;Jonathan Romero Gámiz;6421;2
1;2019;0;116;VOX;María Arantzazu Gutiérrez Mendivil;6421;3
1;2019;0;116;VOX;María Isabel Conde Álvarez;6421;4
2;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Maria Dolores Arteaga Espinosa de los Monteros;15947;1
2;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Hugo Gabriel Guillén Malagón;15947;2
2;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Ana Isabel Martínez Molina;15947;3
2;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Cristian Cuerda González;15947;4
2;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;María de los Llanos Soriano García;1651;1
2;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Juan Carlos Castañeda Diehl;1651;2
2;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Sandra Argudo Rodríguez;1651;3
2;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;David Abizanda González;1651;4
2;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Jesús Molina Valera;177;1
2;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;María Rosario Martínez Valverde;177;2
2;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Juan Carlos Rodríguez Domínguez;177;3
2;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;María Teresa Cases Martínez;177;4
2;2019;0;64;PARTIDO COMUNISTA DE LOS TRABAJADORES DEESPAÑA;Jesús Cózar Calderón;153;1
2;2019;0;64;PARTIDO COMUNISTA DE LOS TRABAJADORES DEESPAÑA;Irene Gracia Redondo;153;2
2;2019;0;64;PARTIDO COMUNISTA DE LOS TRABAJADORES DEESPAÑA;Carlos Molina Villanueva;153;3
2;2019;0;64;PARTIDO COMUNISTA DE LOS TRABAJADORES DEESPAÑA;Bárbara Marín Prada;153;4
2;2019;0;68;PARTIDO DEMÓCRATA SOCIAL JUBILADOSEUROPEOS;José Antonio Maciá Gómez;197;1
2;2019;0;68;PARTIDO DEMÓCRATA SOCIAL JUBILADOSEUROPEOS;Silvia Lazausa Julve;197;2
2;2019;0;68;PARTIDO DEMÓCRATA SOCIAL JUBILADOSEUROPEOS;Nemesio Rodríguez Álvarez;197;3
2;2019;0;68;PARTIDO DEMÓCRATA SOCIAL JUBILADOSEUROPEOS;Josefa Antonia Alor Olmo;197;4
2;2019;0;78;UNIDAS PODEMOS;María Pérez Segovia;20771;1
2;2019;0;78;UNIDAS PODEMOS;Emilio Zamora Martínez;20771;2
2;2019;0;78;UNIDAS PODEMOS;Darcy Gioconda Cárdenas Barrera;20771;3
2;2019;0;78;UNIDAS PODEMOS;Sergio León Bullón;20771;4
2;2019;1;83;PARTIDO POPULAR;María Carmen Navarro Lacoba;58835;1
2;2019;0;83;PARTIDO POPULAR;Manuel Ramón Serrano López;58835;2
2;2019;0;83;PARTIDO POPULAR;Manuel Serena Fernández;58835;3
2;2019;0;83;PARTIDO POPULAR;Cristina García Martínez;58835;4
2;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Manuel Gabriel González Ramos;69848;1
2;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;María Luisa Vilches Ruiz;69848;2
2;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;José Carlos Díaz Rodríguez;69848;3
2;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Estefanía Escribano Villena;69848;4
2;2019;0;98;POR UN MUNDO MÁS JUSTO;Alberto Martínez Cuartero;375;1
2;2019;0;98;POR UN MUNDO MÁS JUSTO;María Pilar Mora Lizán;375;2
2;2019;0;98;POR UN MUNDO MÁS JUSTO;Carlos Villarias Castedo;375;3
2;2019;0;98;POR UN MUNDO MÁS JUSTO;Ángeles Cuartero Marqueño;375;4
2;2019;0;102;RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA;Ginesa Martínez Sánchez;222;1
2;2019;0;102;RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA;Damián Sánchez Núñez;222;2
2;2019;0;102;RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA;Josefa Ros López;222;3
2;2019;0;102;RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA;Guillermo Hernández Uría;222;4
2;2019;1;116;VOX;Rafael Fernández-Lomana Gutiérrez;44306;1
2;2019;0;116;VOX;Juan Francisco Robles Descalzo;44306;2
2;2019;0;116;VOX;María Remedios de Gil Martínez;44306;3
2;2019;0;116;VOX;María Teresa Fernández Lara;44306;4
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Juan García García;2337;1
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Pablo Nocete Mora;2337;2
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Carmen Soledad Sánchez Torrecillas;2337;3
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Cristina García Sosa;2337;4
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Miguel Ángel Cuartero Díaz;2337;5
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Josué Prieto Moral;2337;6
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Catalina Torrecillas Asensio;2337;7
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Andrea Rodríguez Ivorra;2337;8
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;José Manuel Marco Juan;2337;9
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Juan José González Molina;2337;10
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Irene Talavera Portuondo;2337;11
3;2019;0;7;LOS VERDES ECOPACIFISTAS ADELANTE;Juan Canalejo Palomares;2337;12
3;2019;1;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Marta Martín Llaguno;69143;1
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Juan Ignacio López-Bas Valero;69143;2
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;María Teresa Ortiz López;69143;3
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Faustino César Alonso Puig;69143;4
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Enrique Peidró Zaragoza;69143;5
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Miguel Picher Ramos;69143;6
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Beatriz Falomir Ros;69143;7
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;María Carmen Padilla Córdoba;69143;8
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Alfonso Martínez Cases;69143;9
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Emiliano Rodríguez Rodríguez;69143;10
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Ana Vanesa Rico Montero;69143;11
3;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;José Angel Herrero Ruiz-Navarro;69143;12
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Patricia Teresa Miñana Pérez;1683;1
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;José Luis Molares Mora;1683;2
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;María Èlia Navarro Monerris;1683;3
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Joan de Déu Martínes Llinares;1683;4
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;María Losada Ballester;1683;5
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Salvador Llinares Quiles;1683;6
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Noèlia Lozano Aracil;1683;7
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Josep Grimalt Mestre;1683;8
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;María Martínez Llinares;1683;9
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Joan Santonja Gisbert;1683;10
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;María Elena Peirón Sirvent;1683;11
3;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Mikel Lorenzo Forcada Zubizarreta;1683;12
3;2019;0;48;MÉS COMPROMÍS;Ignasi Candela Serna;35612;1
3;2019;0;48;MÉS COMPROMÍS;María José García Roselló;35612;2
3;2019;0;48;MÉS COMPROMÍS;Cristian Alberto Fortanet Van Assendelft de Coningh;35612;3
3;2019;0;48;MÉS COMPROMÍS;Pablo Ferrando Jaén;35612;4
3;2019;0;48;MÉS COMPROMÍS;Tamara Martínez Lidón;35612;5
3;2019;0;48;MÉS COMPROMÍS;Denis Allso Moreno;35612;6
3;2019;0;48;MÉS COMPROMÍS;Federico Zaragoza Alberich;35612;7
3;2019;0;48;MÉS COMPROMÍS;Marian Campello Moreno;35612;8
3;2019;0;48;MÉS COMPROMÍS;Sergi Ferrús Peris;35612;9
3;2019;0;48;MÉS COMPROMÍS;María Paula Carsi Zegri;35612;10
3;2019;0;48;MÉS COMPROMÍS;Francisca Guardiola Mira;35612;11
3;2019;0;48;MÉS COMPROMÍS;Gerard Fullana Martínez;35612;12
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Berta Soria Bordera;9417;1
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Obdulia Pérez Cerdán;9417;2
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;María Isabel Rodríguez Giménez;9417;3
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Sergio Almarcha Riquelme;9417;4
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Miguel Ángel Morant Gómez;9417;5
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;María José Peinado Puche;9417;6
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Ángel Olmedo Sáez;9417;7
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Lucía Rico González;9417;8
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Manuel Fontán García;9417;9
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Natividad Rueda Moral;9417;10
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Tomás Ferrando Agulló;9417;11
3;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Andrea Concepción Ripoll Cuesta;9417;12
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Ginés Saura Fernández;911;1
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;María Dolores Jiménez Muñoz;911;2
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Vicente Daniel Alcaraz Mira;911;3
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Felip Vicedo Román;911;4
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;María Jesús Cuesta Bolao;911;5
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Onofre Mirón Martínez;911;6
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Elena Buitrón Chamorro;911;7
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Katja Gilly de la Sierra-Llamazares;911;8
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;José Ramón Barril Antuña;911;9
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Antonio Durán Muñoz;911;10
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Alba Molina Suria;911;11
3;2019;0;61;PARTIDO COMUNISTA DE LOS PUEBLOS DEESPAÑA;Marcos Sainz-Pardo Auñón;911;12
3;2019;0;73;PARTIDO LIBERTARIO;Alejandro Luis Mulet Gómez;556;1
3;2019;0;73;PARTIDO LIBERTARIO;Verónica Oliver Mengual;556;2
3;2019;0;73;PARTIDO LIBERTARIO;Daniel Campos Catalá;556;3
3;2019;0;73;PARTIDO LIBERTARIO;María Jesús Navarro Padilla;556;4
3;2019;0;73;PARTIDO LIBERTARIO;Alejandro Martínez Ruiz;556;5
3;2019;0;73;PARTIDO LIBERTARIO;María del Pino Navas Llarena;556;6
3;2019;0;73;PARTIDO LIBERTARIO;Mirian Ortiz Muñoz;556;7
3;2019;0;73;PARTIDO LIBERTARIO;Jaime Pérez Oltra;556;8
3;2019;0;73;PARTIDO LIBERTARIO;Iván Avila Navarro;556;9
3;2019;0;73;PARTIDO LIBERTARIO;Fernando Esquer Rubira;556;10
3;2019;0;73;PARTIDO LIBERTARIO;Dulcinea González Estefanía;556;11
3;2019;0;73;PARTIDO LIBERTARIO;Pedro Manuel Romero Navarro;556;12
3;2019;1;76;UNIDAS PODEMOS-UNIDES PODEM;Txema Guijarro García;108533;1
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;María Teresa Pérez Díaz;108533;2
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;Noelia Olivares González;108533;3
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;Francesc Ramón Valls Pascual;108533;4
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;Chantal Juan Ballester;108533;5
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;María del Mar Galindo Merino;108533;6
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;Maika Fernández Baena;108533;7
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;Josep Xavier Carmona González;108533;8
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;José Francisco Albaladejo Hernández;108533;9
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;Antonio Bernabé Tocado;108533;10
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;Adriana Rodríguez García;108533;11
3;2019;0;76;UNIDAS PODEMOS-UNIDES PODEM;Francisco Javier Fernández Baena;108533;12
3;2019;1;83;PARTIDO POPULAR;César Sánchez Pérez;207310;1
3;2019;1;83;PARTIDO POPULAR;Macarena Montesinos de Miguel;207310;2
3;2019;1;83;PARTIDO POPULAR;Agustín Almodóbar Barceló;207310;3
3;2019;0;83;PARTIDO POPULAR;Sergio Rodríguez Meseguer;207310;4
3;2019;0;83;PARTIDO POPULAR;María de los Ángeles Quiles Mondéjar;207310;5
3;2019;0;83;PARTIDO POPULAR;Arturo Poquet Ribes;207310;6
3;2019;0;83;PARTIDO POPULAR;María Edelmira Ferri Hernández;207310;7
3;2019;0;83;PARTIDO POPULAR;Gema Ferrández Berenguer;207310;8
3;2019;0;83;PARTIDO POPULAR;José Manuel Pardo Martínez;207310;9
3;2019;0;83;PARTIDO POPULAR;Rafael Almagro Palacios;207310;10
3;2019;0;83;PARTIDO POPULAR;María García Pascual;207310;11
3;2019;0;83;PARTIDO POPULAR;Lino Antonio Pascual Carbonell;207310;12
3;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Pedro Francisco Duque Duque;240202;1
3;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Patricia Blanquer Alcaraz;240202;2
3;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Alejandro Soler Mur;240202;3
3;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Yolanda Seva Ruiz;240202;4
3;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Lázaro Azorín Salar;240202;5
3;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Rosa Guillén Cantó;240202;6
3;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Yolanda Zaragoza Martínez;240202;7
3;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Guillermo Sendra Guardiola;240202;8
3;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Nora Taj Lidón;240202;9
3;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Miguel Ángel Gomis Fernández;240202;10
3;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Fuensanta López Baño;240202;11
3;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Pablo Juan Martínez Catalá;240202;12
3;2019;0;98;POR UN MUNDO MÁS JUSTO;Constantino Javier Alberdi Benito;948;1
3;2019;0;98;POR UN MUNDO MÁS JUSTO;María del Dulce Nombre Plans Portabella;948;2
3;2019;0;98;POR UN MUNDO MÁS JUSTO;Álvaro Pozo Sánchez;948;3
3;2019;0;98;POR UN MUNDO MÁS JUSTO;Karla Alejandra Rojas Armijos;948;4
3;2019;0;98;POR UN MUNDO MÁS JUSTO;Miguel Ángel Sancho Martín;948;5
3;2019;0;98;POR UN MUNDO MÁS JUSTO;Antonio Zamora de Vicente;948;6
3;2019;0;98;POR UN MUNDO MÁS JUSTO;María Ontañón Nasarre;948;7
3;2019;0;98;POR UN MUNDO MÁS JUSTO;Ezequiel Puig-Maestro-Amado Gómez de la Vega;948;8
3;2019;0;98;POR UN MUNDO MÁS JUSTO;María Begoña Merinero Cortés;948;9
3;2019;0;98;POR UN MUNDO MÁS JUSTO;Carlos Felipe Vergara González;948;10
3;2019;0;98;POR UN MUNDO MÁS JUSTO;Barbara Edurne González Quer;948;11
3;2019;0;98;POR UN MUNDO MÁS JUSTO;Modesto Gutiérrez Gutiérrez;948;12
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Gertrudis Hurtado García;891;1
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Borja Mansilla Álvarez;891;2
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Isabel Olmo Olmo;891;3
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Juan López Yébenes;891;4
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Sagrario Guillén Dengra;891;5
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Carmen Sáez Menchacatorre;891;6
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Juan Ramón Jaén Morcillo;891;7
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Josefina Álvarez Carrasco;891;8
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Diego Ruano Rubio;891;9
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Joan Carles Caldentey Matheu;891;10
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Ignacio Baos Pérez;891;11
3;2019;0;101;RECORTES CERO-GRUPO VERDE;Josefa Mateo Rubio;891;12
3;2019;1;116;VOX;Manuel Mestre Barea;167395;1
3;2019;1;116;VOX;José María Sánchez García;167395;2
3;2019;1;116;VOX;Eduardo Luís Ruiz Navarro;167395;3
3;2019;0;116;VOX;Mónica Borrás Alós;167395;4
3;2019;0;116;VOX;Matilde García Lozano;167395;5
3;2019;0;116;VOX;Juan Francisco García Moltó;167395;6
3;2019;0;116;VOX;María Isabel Domínguez Pomares;167395;7
3;2019;0;116;VOX;Nuria Pujante Carrillo;167395;8
3;2019;0;116;VOX;Jaime Rozalén Romo;167395;9
3;2019;0;116;VOX;Marisol Sanchís Martínez;167395;10
3;2019;0;116;VOX;Borja Sánchez Garrido;167395;11
3;2019;0;116;VOX;Lourdes Masegosa Navarro;167395;12
4;2019;0;9;ANDALUCÍA POR SÍ;Elisabeth Estévez Martín;318;1
4;2019;0;9;ANDALUCÍA POR SÍ;Francisco Martín Leiva;318;2
4;2019;0;9;ANDALUCÍA POR SÍ;Adelaida Isabel Casanova García;318;3
4;2019;0;9;ANDALUCÍA POR SÍ;Miguel Puentes Matías;318;4
4;2019;0;9;ANDALUCÍA POR SÍ;María Carmen Fortes Fernández;318;5
4;2019;0;9;ANDALUCÍA POR SÍ;Jesús Linares Peña;318;6
4;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;José Manuel Villegas Pérez;22835;1
4;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Vicente García Egea;22835;2
4;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Pedro Manuel Peña Sánchez;22835;3
4;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Isabel María Manzanares Muñoz;22835;4
4;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Juana Lourdes Soler Ramos;22835;5
4;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Verónica Gómez Gómez;22835;6
4;2019;0;23;ESCAÑOS EN BLANCO;Mariana García Hernández;513;1
4;2019;0;23;ESCAÑOS EN BLANCO;José Antonio del Moral Arroyo;513;2
4;2019;0;23;ESCAÑOS EN BLANCO;María Carmen Rodríguez Nieto;513;3
4;2019;0;23;ESCAÑOS EN BLANCO;José Ibáñez Benzal;513;4
4;2019;0;23;ESCAÑOS EN BLANCO;Carmen Viridiana López Rodríguez;513;5
4;2019;0;23;ESCAÑOS EN BLANCO;Francisco López Contreras;513;6
4;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Manuel Conejero Calvo-Flores;2582;1
4;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Marina Gil Martínez;2582;2
4;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Francesc Xavier Sotorra Martorell;2582;3
4;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Priscila Fernández Vidal;2582;4
4;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Juan Antonio Rodríguez Yáñez;2582;5
4;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Rosa Garrido Serrano;2582;6
4;2019;0;58;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;Rosario Carvajal Ávila;303;1
