prv_code;year;elected;p_code;party_name;candidate_orig;p_votes;list_pos
8;2019;0;96;PER UN MÓN MÉS JUST;Jordi Monfort Cuevas;1577;13
8;2019;0;96;PER UN MÓN MÉS JUST;Irene Ubeda i Martínez;1577;14
8;2019;0;96;PER UN MÓN MÉS JUST;Elena González Martín;1577;15
8;2019;0;96;PER UN MÓN MÉS JUST;Josep Maria Bigas Puig;1577;16
8;2019;0;96;PER UN MÓN MÉS JUST;Federico Rodríguez Frade;1577;17
8;2019;0;96;PER UN MÓN MÉS JUST;David Sacristán Bargueño;1577;18
8;2019;0;96;PER UN MÓN MÉS JUST;Leticia Gallardo Portomente;1577;19
8;2019;0;96;PER UN MÓN MÉS JUST;María Portomeñe Seijas;1577;20
8;2019;0;96;PER UN MÓN MÉS JUST;Julio Bayona Beriso;1577;21
8;2019;0;96;PER UN MÓN MÉS JUST;Julio Bayona de la Llana;1577;22
8;2019;0;96;PER UN MÓN MÉS JUST;Carlos Plans Portabella;1577;23
8;2019;0;96;PER UN MÓN MÉS JUST;Raquel Fernández Gómez;1577;24
8;2019;0;96;PER UN MÓN MÉS JUST;Maria del Carmen Gómez Velasco;1577;25
8;2019;0;96;PER UN MÓN MÉS JUST;Joan Pérez Munné;1577;26
8;2019;0;96;PER UN MÓN MÉS JUST;Jose Maria Bayona Beriso;1577;27
8;2019;0;96;PER UN MÓN MÉS JUST;Maria Olga Martín Gómez;1577;28
8;2019;0;96;PER UN MÓN MÉS JUST;Laura García Díaz;1577;29
8;2019;0;96;PER UN MÓN MÉS JUST;Maria del Carmen Santiago Martín;1577;30
8;2019;0;96;PER UN MÓN MÉS JUST;Dolores Nasarre de Goicoechea;1577;31
8;2019;0;96;PER UN MÓN MÉS JUST;Enrique Velasco Marugán;1577;32
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Nuria Suárez Hernández;4698;1
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Pascuala Gómez Iniesta;4698;2
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Adrián Ramírez Rodríguez;4698;3
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Manuel Camuñas Gómez;4698;4
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Aitor Martín Faura;4698;5
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Javier Delgado Martínez;4698;6
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Adreu Romaní González;4698;7
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Elisabeth Mateo Flores;4698;8
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Adriana Torres Luque;4698;9
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Maria Encarnación Valle Fernández;4698;10
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Lourdes Mas Gris;4698;11
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Nuria Pérez Badia;4698;12
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Carles López Vergés;4698;13
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Eudald Catalán i Nebot;4698;14
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Maria Suárez Hernández;4698;15
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Ignasi Soler Crespo;4698;16
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Antonio Barba Martí;4698;17
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Victoria Hoyo Sequi;4698;18
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Maria Dolores Almazan López;4698;19
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Juan Jose Cabello Cabello;4698;20
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Agustín Tella Barrachina;4698;21
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Maria del Carmen Jurado Exposito;4698;22
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Antonio de la Puerta Andrés;4698;23
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Erika Camuñas Blanco;4698;24
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Gabriel Martín Salesa;4698;25
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Pedro Menchón Bernabé;4698;26
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Pilar Ruiz Palácios;4698;27
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Fernando Alberto Pastor González;4698;28
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Francisca Tamerón López;4698;29
8;2019;0;101;RECORTES CERO-GRUPO VERDE;José Ramón García Bregante;4698;30
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Pascual Gallart Arias;4698;31
8;2019;0;101;RECORTES CERO-GRUPO VERDE;Noemí Serrano González;4698;32
8;2019;1;116;VOX;Ignacio Garriga Vaz de Concicao;184715;1
8;2019;1;116;VOX;Juan José Aizcorbe Torra;184715;2
8;2019;0;116;VOX;Juan Carlos Segura Just;184715;3
8;2019;0;116;VOX;Mónica Lora Cisquer;184715;4
8;2019;0;116;VOX;Laura Aliaga Pérez;184715;5
8;2019;0;116;VOX;Yago Ruiz Tintoré;184715;6
8;2019;0;116;VOX;Pablo Martín Tharrats;184715;7
8;2019;0;116;VOX;María Elisa García Fuster;184715;8
8;2019;0;116;VOX;José Luis de Temple Jové;184715;9
8;2019;0;116;VOX;Amanda Puiggrós Martí;184715;10
8;2019;0;116;VOX;José Manuel Arias Flores;184715;11
8;2019;0;116;VOX;Patricia Marta Muñoz Piedrabuena;184715;12
8;2019;0;116;VOX;Felicidad Morera González;184715;13
8;2019;0;116;VOX;Nerea Andrés Antón;184715;14
8;2019;0;116;VOX;Agustín Montoliu Tarragona;184715;15
8;2019;0;116;VOX;José Ramón Puiggros Guerendiain;184715;16
8;2019;0;116;VOX;María de Temple Salinas;184715;17
8;2019;0;116;VOX;ALICIA Tomás Martínez;184715;18
8;2019;0;116;VOX;ANDRÉS Félix Bello Sanz;184715;19
8;2019;0;116;VOX;Tomás Mendaña Prieto;184715;20
8;2019;0;116;VOX;Enriqueta Vaquera Morillo;184715;21
8;2019;0;116;VOX;Miguel Pallerolas Reig;184715;22
8;2019;0;116;VOX;Francisco Javier Millán Vidal;184715;23
8;2019;0;116;VOX;Alejandra Chirivas Brazo;184715;24
8;2019;0;116;VOX;Paula Teresa Cordera Aizpurua;184715;25
8;2019;0;116;VOX;Jenniffer Christine Alonzo Pulido;184715;26
8;2019;0;116;VOX;Juan Perán Ortega;184715;27
8;2019;0;116;VOX;Aurora Dueñas Laita;184715;28
8;2019;0;116;VOX;Daniel Frigols Biel;184715;29
8;2019;0;116;VOX;María de los Reyes Lucán Peralta;184715;30
8;2019;0;116;VOX;María José Perallón Gallego;184715;31
8;2019;0;116;VOX;Josep María Casanova Prenafeta;184715;32
9;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Aurora Nacarino-Brabo Jiménez;16214;1
9;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Francisco Román Martín;16214;2
9;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Fernando del Olmo Gómez;16214;3
9;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Begoña Riocerezo Nebreda;16214;4
9;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Marta Jimeno Antolín;1415;1
9;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Vicent Mompó I Serra;1415;2
9;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Raquel Tablado Castellanos;1415;3
9;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Antonio Luis Grande Espino;1415;4
9;2019;0;64;PARTIDO COMUNISTA DE LOS TRABAJADORES DEESPAÑA;Marta Villamuera Aparicio;404;1
9;2019;0;64;PARTIDO COMUNISTA DE LOS TRABAJADORES DEESPAÑA;Carlos Presa Irazabal;404;2
9;2019;0;64;PARTIDO COMUNISTA DE LOS TRABAJADORES DEESPAÑA;Ruth García Zaldo;404;3
9;2019;0;64;PARTIDO COMUNISTA DE LOS TRABAJADORES DEESPAÑA;Martín González López;404;4
9;2019;0;78;UNIDAS PODEMOS;María Dolores Martín-Albo Montes;22058;1
9;2019;0;78;UNIDAS PODEMOS;Jorge García Velasco;22058;2
9;2019;0;78;UNIDAS PODEMOS;Ana Isabel Hernando del Campo;22058;3
9;2019;0;78;UNIDAS PODEMOS;Alberto Otal Sáez;22058;4
9;2019;1;83;PARTIDO POPULAR;María Sandra Moneo Díez;61228;1
9;2019;1;83;PARTIDO POPULAR;Jaime Miguel Mateu Istúriz;61228;2
9;2019;0;83;PARTIDO POPULAR;Eva María Asensio Esteban;61228;3
9;2019;0;83;PARTIDO POPULAR;Martín González Ramonet;61228;4
9;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Esther Peña Camarero;64182;1
9;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Agustín Javier Zamarrón Moreno;64182;2
9;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;María Dolores Villacorta Canal;64182;3
9;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Ildefonso Sanz Velázquez;64182;4
9;2019;0;98;POR UN MUNDO MÁS JUSTO;Alejandro Represa Martín;620;1
9;2019;0;98;POR UN MUNDO MÁS JUSTO;Nuria Canals Álvarez Novoa;620;2
9;2019;0;98;POR UN MUNDO MÁS JUSTO;Pedro Alfonso Cabello Albendea;620;3
9;2019;0;98;POR UN MUNDO MÁS JUSTO;Beatriz Bustos Toribio;620;4
9;2019;0;102;RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA;María del Rosario Íñiguez Santamaría;645;1
9;2019;0;102;RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA;María Teresa Cristóbal Sanz;645;2
9;2019;0;102;RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA;Óscar Palma Sáiz;645;3
9;2019;0;102;RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA;Andrés Felipe Chancay Quijije;645;4
9;2019;0;116;VOX;Javier Martínez Lozano;29579;1
9;2019;0;116;VOX;Ignacio Sicilia Domenech;29579;2
9;2019;0;116;VOX;Marta Sanz Camaño;29579;3
9;2019;0;116;VOX;Elma Vicente Barrios;29579;4
10;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;María Victoria Domínguez Paredes;15533;1
10;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Emiliana Hernández Antúnez;15533;2
10;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Aniano Sánchez Pérez;15533;3
10;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Miguel Ángel Julián Martín;15533;4
10;2019;0;34;EXTREMADURA UNIDA;José María Gijón Polo;1347;1
10;2019;0;34;EXTREMADURA UNIDA;Óscar Solís Merino;1347;2
10;2019;0;34;EXTREMADURA UNIDA;María de los Ángeles Jorge Marcos;1347;3
10;2019;0;34;EXTREMADURA UNIDA;Noemí Romero Barroso;1347;4
10;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Raquel Moreno Talavera;1276;1
10;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Enrique Esteban Jiménez;1276;2
10;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Adela Moreno Sandoval;1276;3
10;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;José Francisco Michelena Gil;1276;4
10;2019;0;78;UNIDAS PODEMOS;Álvaro Jaén Barbado;20101;1
10;2019;0;78;UNIDAS PODEMOS;Antonio Moreno Pérez;20101;2
10;2019;0;78;UNIDAS PODEMOS;María Consolación López Balset;20101;3
10;2019;0;78;UNIDAS PODEMOS;Sandra Martín Bayle;20101;4
10;2019;1;83;PARTIDO POPULAR;Alberto Casero Ávila;61527;1
10;2019;0;83;PARTIDO POPULAR;María Dolores Marcos Moyano;61527;2
10;2019;0;83;PARTIDO POPULAR;Pablo Carrilho Reyes;61527;3
10;2019;0;83;PARTIDO POPULAR;María Valentina Corrales Díaz;61527;4
10;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Ana Belén Fernández Casero;85135;1
10;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;César Joaquín Ramos Esteban;85135;2
10;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Inés Mirella Conejero Domínguez;85135;3
10;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Francisco Giraldo Sánchez;85135;4
10;2019;0;98;POR UN MUNDO MÁS JUSTO;María de los Reyes Piñero Rodríguez;295;1
10;2019;0;98;POR UN MUNDO MÁS JUSTO;Jairo Humberto Mejía Vaca;295;2
10;2019;0;98;POR UN MUNDO MÁS JUSTO;Serafina Benito Martín;295;3
10;2019;0;98;POR UN MUNDO MÁS JUSTO;Eloy Sánchez Sánchez;295;4
10;2019;0;101;RECORTES CERO-GRUPO VERDE;María Araceli Noguera Montero;342;1
10;2019;0;101;RECORTES CERO-GRUPO VERDE;Pablo Rodríguez García;342;2
10;2019;0;101;RECORTES CERO-GRUPO VERDE;Verónica Donaire Talavera;342;3
10;2019;0;101;RECORTES CERO-GRUPO VERDE;Diego Gaitero Ballinoto;342;4
10;2019;1;116;VOX;María Magdalena Nevado del Campo;35807;1
10;2019;0;116;VOX;Miguel Ángel Ruiz Castellanos;35807;2
10;2019;0;116;VOX;Purificación Martín Díaz;35807;3
10;2019;0;116;VOX;David Vaquero Paule;35807;4
11;2019;0;9;ANDALUCÍA POR SÍ;José Manuel Acosta Gaviño;3509;1
11;2019;0;9;ANDALUCÍA POR SÍ;Raquel Moral Muñoz;3509;2
11;2019;0;9;ANDALUCÍA POR SÍ;David Cabezón Marichalar;3509;3
11;2019;0;9;ANDALUCÍA POR SÍ;Antonia García Marín;3509;4
11;2019;0;9;ANDALUCÍA POR SÍ;David Fernández Vilanova;3509;5
11;2019;0;9;ANDALUCÍA POR SÍ;Eulalia Gutiérrez Ruiz;3509;6
11;2019;0;9;ANDALUCÍA POR SÍ;Bernardo Ruiz Beato;3509;7
11;2019;0;9;ANDALUCÍA POR SÍ;Ana Ruiz Morillo;3509;8
11;2019;0;9;ANDALUCÍA POR SÍ;Manuel Sánchez Díaz;3509;9
11;2019;1;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;María del Carmen Martínez Granados;55490;1
11;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Francisco Javier Cano Leal;55490;2
11;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Lucrecia María Valverde Lasanta;55490;3
11;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Carlos Parra Marín;55490;4
11;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;María Genoveva Lorenzo Molina;55490;5
11;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Agustín Lorenzo Morales;55490;6
11;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;María Carmen Ruiz Gallego;55490;7
11;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Manuel Jairo Correro Calvente;55490;8
11;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Laura Ayllón Pérez;55490;9
11;2019;0;44;MÁS PAÍS-ANDALUCÍA;María del Mar Polanco Teixeira;11316;1
11;2019;0;44;MÁS PAÍS-ANDALUCÍA;Isabel Serrano Durán;11316;2
11;2019;0;44;MÁS PAÍS-ANDALUCÍA;Mateo Rafael Quirós Hernández;11316;3
11;2019;0;44;MÁS PAÍS-ANDALUCÍA;Sara Amelia Algaba Maye;11316;4
11;2019;0;44;MÁS PAÍS-ANDALUCÍA;Leonardo Angelit Gálvez;11316;5
11;2019;0;44;MÁS PAÍS-ANDALUCÍA;María Isabel Galavís Jiménez;11316;6
11;2019;0;44;MÁS PAÍS-ANDALUCÍA;Juan Carlos Romero López;11316;7
11;2019;0;44;MÁS PAÍS-ANDALUCÍA;Inmaculada Concepción López Barrera;11316;8
11;2019;0;44;MÁS PAÍS-ANDALUCÍA;Domingo Javier Jiménez Troya;11316;9
11;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Eduardo Jesús Rovira del Río;8437;1
11;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Manuel María Cabello Izquierdo;8437;2
11;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Alba Luna Rodríguez;8437;3
11;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Cristina María González Pérez;8437;4
11;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Emilio Arcos Lanceta;8437;5
11;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Rafaela Lobato Fariñas;8437;6
11;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Luz María Pérez Martín;8437;7
11;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Sergio Jesús Garrido Sánchez;8437;8
11;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Moisés Pacheco Asencio;8437;9
11;2019;0;57;PARTIDO COMUNISTA OBRERO ESPAÑOL;David Pelayo Segura Moreno;1739;1
11;2019;0;57;PARTIDO COMUNISTA OBRERO ESPAÑOL;Jesús Ruiz Gil;1739;2
11;2019;0;57;PARTIDO COMUNISTA OBRERO ESPAÑOL;Yolanda Rodríguez González;1739;3
11;2019;0;57;PARTIDO COMUNISTA OBRERO ESPAÑOL;Juan Manuel Pérez Maza;1739;4
11;2019;0;57;PARTIDO COMUNISTA OBRERO ESPAÑOL;María Isabel Amador García;1739;5
11;2019;0;57;PARTIDO COMUNISTA OBRERO ESPAÑOL;Rubén Ríos Otero;1739;6
11;2019;0;57;PARTIDO COMUNISTA OBRERO ESPAÑOL;Marta Ruiz Gil;1739;7
11;2019;0;57;PARTIDO COMUNISTA OBRERO ESPAÑOL;Águeda Parra Jiménez;1739;8
11;2019;0;57;PARTIDO COMUNISTA OBRERO ESPAÑOL;Antonio Benítez Lucio-Villegas;1739;9
11;2019;0;58;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;Francisco José Ferrer Gálvez;639;1
11;2019;0;58;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;María Josefa López Sánchez;639;2
11;2019;0;58;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;Miguel Ángel Rojas Muñoz;639;3
11;2019;0;58;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;África Merino Ruiz;639;4
11;2019;0;58;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;Cristóbal Nieto Pavón;639;5
11;2019;0;58;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;Manuela Milagros Moreno García;639;6
11;2019;0;58;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;Antonio Pérez Castellano;639;7
11;2019;0;58;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;Viginia Moreno Muñoz;639;8
11;2019;0;58;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;Fermín Fernández Lombao;639;9
11;2019;1;81;UNIDAS PODEMOS;Noelia Vera Ruiz-Herrera;93541;1
11;2019;0;81;UNIDAS PODEMOS;Juan Antonio Delgado Ramos;93541;2
11;2019;0;81;UNIDAS PODEMOS;José Luis Bueno Pinto;93541;3
11;2019;0;81;UNIDAS PODEMOS;Rosa María Tomillero Cortés;93541;4
11;2019;0;81;UNIDAS PODEMOS;Luis Ismael Palacio Pérez-Gironés;93541;5
11;2019;0;81;UNIDAS PODEMOS;Gema Martín de Arriba;93541;6
11;2019;0;81;UNIDAS PODEMOS;María Dolores Sanisidro Pose;93541;7
11;2019;0;81;UNIDAS PODEMOS;Manuel Comesaña Romero;93541;8
11;2019;0;81;UNIDAS PODEMOS;Francisco Dorado Guerrero;93541;9
11;2019;1;83;PARTIDO POPULAR;María José Gacía-Pelayo Jurado;111089;1
11;2019;1;83;PARTIDO POPULAR;José Ortiz Galván;111089;2
11;2019;0;83;PARTIDO POPULAR;José Ignacio Romaní Cantera;111089;3
11;2019;0;83;PARTIDO POPULAR;María Vanessa Beltrán Morales;111089;4
11;2019;0;83;PARTIDO POPULAR;Francisco Javier Díaz Jurado;111089;5
11;2019;0;83;PARTIDO POPULAR;María Muiño López;111089;6
11;2019;0;83;PARTIDO POPULAR;María de los Ángeles Morales Pérez;111089;7
11;2019;0;83;PARTIDO POPULAR;Aurelio Antonio Sánchez Ramos;111089;8
11;2019;0;83;PARTIDO POPULAR;José Ángel Muñoz Pozo;111089;9
11;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Fernando Grande-Marlaska Gómez;188271;1
11;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Eva Bravo Barco;188271;2
11;2019;1;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Juan Carlos Campo Moreno;188271;3
11;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;María Gemma Araujo Morales;188271;4
11;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;José Ramón Ortega Domínguez;188271;5
11;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Carla Alejandra Leguiza Canicoba;188271;6
11;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Manuel Jesús Melero Callado;188271;7
11;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Laura Almisas Ramos;188271;8
11;2019;0;94;PARTIDO SOCIALISTA OBRERO ESPAÑOL;Alejandro Sañudo González;188271;9
11;2019;0;98;POR UN MUNDO MÁS JUSTO;Rosario María López Ramos;707;1
11;2019;0;98;POR UN MUNDO MÁS JUSTO;Carlos Eduardo Rapaport Andelman;707;2
11;2019;0;98;POR UN MUNDO MÁS JUSTO;Raquel María Artero Calandria;707;3
11;2019;0;98;POR UN MUNDO MÁS JUSTO;David Martín Sánchez;707;4
11;2019;0;98;POR UN MUNDO MÁS JUSTO;Jesús Fernando Martín García;707;5
11;2019;0;98;POR UN MUNDO MÁS JUSTO;María Jesús de la Fuente Guitart;707;6
11;2019;0;98;POR UN MUNDO MÁS JUSTO;Pedro San Miguel Velázquez;707;7
11;2019;0;98;POR UN MUNDO MÁS JUSTO;Olga María Artero Calandria;707;8
11;2019;0;98;POR UN MUNDO MÁS JUSTO;Roberto Delso Matud;707;9
11;2019;0;101;RECORTES CERO-GRUPO VERDE;Ana María Muñoz Colera;915;1
11;2019;0;101;RECORTES CERO-GRUPO VERDE;Manuel Serrano Martín;915;2
11;2019;0;101;RECORTES CERO-GRUPO VERDE;Josefa Fernández Leal;915;3
11;2019;0;101;RECORTES CERO-GRUPO VERDE;Víctor Manuel Real Sánchez;915;4
11;2019;0;101;RECORTES CERO-GRUPO VERDE;Milagros Muñoz Pérez;915;5
11;2019;0;101;RECORTES CERO-GRUPO VERDE;José Pantoja Salas;915;6
11;2019;0;101;RECORTES CERO-GRUPO VERDE;Antonio García-Galán Molina;915;7
11;2019;0;101;RECORTES CERO-GRUPO VERDE;Tamara Álvarez Muñoz;915;8
11;2019;0;101;RECORTES CERO-GRUPO VERDE;María Ángeles Colomo Sánchez;915;9
11;2019;1;116;VOX;Agustín Rosety Fernández de Castro;131205;1
11;2019;1;116;VOX;Carlos José Zambrano García-Raez;131205;2
11;2019;0;116;VOX;Antonio Palomar García;131205;3
11;2019;0;116;VOX;Marta Chaves Delgado;131205;4
11;2019;0;116;VOX;Leocadia María Benavente Lara;131205;5
11;2019;0;116;VOX;José Manuel Martínez Ayala;131205;6
11;2019;0;116;VOX;Álvaro Cuadros García;131205;7
11;2019;0;116;VOX;María Guadalupe Sánchez Polo;131205;8
11;2019;0;116;VOX;Remedios Maruenda Piñero;131205;9
12;2019;0;5;AUNA COMUNITAT VALENCIANA;Jorge Juan Marín de Gracia;104;1
12;2019;0;5;AUNA COMUNITAT VALENCIANA;Javier García Martínez;104;2
12;2019;0;5;AUNA COMUNITAT VALENCIANA;Patricia Navarro Armero;104;3
12;2019;0;5;AUNA COMUNITAT VALENCIANA;María José Raimundo Pascual;104;4
12;2019;0;5;AUNA COMUNITAT VALENCIANA;Roberto Martorell Leiva;104;5
12;2019;0;8;AVANT ADELANTE LOS VERDES;Antonio Miranda Bonet;405;1
12;2019;0;8;AVANT ADELANTE LOS VERDES;María Dolores Taberner Cucala;405;2
12;2019;0;8;AVANT ADELANTE LOS VERDES;Vicente Miquel Montagud;405;3
12;2019;0;8;AVANT ADELANTE LOS VERDES;Dolores Guijarro Torres;405;4
12;2019;0;8;AVANT ADELANTE LOS VERDES;José Manuel Martínez Rodríguez;405;5
12;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;María Sandra Julià Julià;20302;1
12;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Alejandro Marín-Buck Gómez;20302;2
12;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Manuel Hernández Gómez;20302;3
12;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;María Araceli de Moya Sancho;20302;4
12;2019;0;18;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Carmen Rubio Lázaro;20302;5
12;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Francesc Manuel Puchol Querol;1106;1
12;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Maria Desemparats Sánchez Ruíz;1106;2
12;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Maria Jesús Franch Aparici;1106;3
12;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Teresa Empar Parejo Orenga;1106;4
12;2019;0;32;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ;Enoc Altabás Felipo;1106;5
12;2019;0;35;FALANGE ESPAÑOLA DE LAS JONS;David Leopoldo Agustí Pérez;137;1
12;2019;0;35;FALANGE ESPAÑOLA DE LAS JONS;Manuel Iserte Martín;137;2
12;2019;0;35;FALANGE ESPAÑOLA DE LAS JONS;Esther Grima Chaves;137;3
12;2019;0;35;FALANGE ESPAÑOLA DE LAS JONS;Nestor Manuel Naches Benages;137;4
12;2019;0;35;FALANGE ESPAÑOLA DE LAS JONS;María José Medina Muñoz de León;137;5
12;2019;0;48;MÉS COMPROMÍS;Marta Sorlí Fresquet;18140;1
12;2019;0;48;MÉS COMPROMÍS;Susana Pérez Alonso;18140;2
12;2019;0;48;MÉS COMPROMÍS;Josep Ramón Navarro Navarro;18140;3
12;2019;0;48;MÉS COMPROMÍS;Sandra Sabater Gutiérrez;18140;4
12;2019;0;48;MÉS COMPROMÍS;Fernando Darós Arnau;18140;5
12;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Elisabeth Rodrigo Barreda;2483;1
12;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Andrea Martín Rodrigo;2483;2
12;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Humberto González Ruiz;2483;3
12;2019;0;55;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;Francisca Hernández Rodríguez;2483;4
